item,day
GrapesAnabi shahi,3
Berry Delhi,4
Snake Gourd,8
Snake Gourd(S),10
Sham gadde,11
Capsicum,9
Capsicum 1,6
Capsicum Red/Yellow,6
Pumpkin Ash,11
Pumpkin Red,8
Pumpkin Japan,11
Chillies Green,7
Chillies Bajji,5
Chillies Cleaned,13
Potato(M),37
Spring Onion,44
Spring Onion(Cleaned),32
Ground nut oil 1 lt,300
G.nut oil Premium1 lt,363
G.nut oil Rice Bron 1 lt,308
G. nut oil Rice 1 lt,273
G. nut oil safal deep1 lt,206
G. nut Golden oil 1 lt,297
G. nut sungold 1 lt,12
Mango Raw Amblet,11
Mango Raw,7
Jukani,7
Banana cooking R.Banana,10
Avarekai (Field Beans ),13
Avarebele (F. Beans spok),5
Avare seed (FB seeds),5
Brucoli,13
Kakadi,5
Corriander Leave,2
Curry leave,3
Thogari kai,7
Orange malt,20
Dhantu greens,3
Mint Leaves,4
Apple Delicious,17
Apple Simla,13
Apple Economy,18
Sun safal Tin 15 lt,13
Sungold oil 5 lt packet,219
Pepper,8
Grapes Sonika,5
Grapes Flame,5
Grapes Krishna sharad,4
Batani kalu,8
BaleDindu (Banana stem),9
Basale Greens,3
Pomegranate A.raktha,11
Pomegranate Ganesh,15
Sweet Potato(Genasu),37
Papaya nati,6
Raddish,32
Raddish Red,24
Papaya Taiwan,8
Papaya Red lady,8
Papaya sola,9
Pineapple,16
Plum Ooty,3
Menthya Greens,3
Palak Greens,4
Parvala,11
Greens Sabbakki,2
Molake kalu,6
Hesaru kalu,14
Banana Nendra,6
Rice Bran 15 lt Tin,246
Banana karpura,10
Banana Rasabale,10
Honney 200 gm,9
Honney 100 gm,14
Gulkan 1 kg,150
Grapes T.S.,3
Grapes Red globe,3
Grapes Dry 250gm,3
Indian red globe,6
Washington red apple,10
Apple Premium,15
Malenian apple,12
Nagapur Orange Economy,15
South Af.red berry,3
Jumbu juice,3
Brahmi amla juice,4
Pomegranate Juice,20
N.Juice 200 ml,2
Amla,5
Beans,10
Beans Nati,10
Beans Ring,5
Beans Fruit,6
Beans cleaned,10
Brinjal long,7
Brinjal (W),7
Brinjal (R),6
Brinjal Bottle,8
Cherry Tomoto,8
Drumstik,5
Double Beans seeds,5
Double Beans,12
Brinjal Mlore,5
Ground nut Local,12
Lime Pickles,249
mango Pickles,131
Pickles mixed veg,233
Pickles,201
Chicco(Sapota) rapined,11
Custerd Apple,12
Chicco(Sapota),10
Gulkan 1/4 kg,158
Grapes Dry 100gm,3
Gulkan 1/2 kg,149
Lime Local,13
Little gourd,10
Lime Bijapur,20
Mushroom Button,4
Onion pack,40
Potato pack,17
Chilakarive green,11
Jack fruit,9
Indian Black globe Grapes,4
Beet Root,5
Yam/S.Root,39
Bitter Gourd,6
Bottle Gourd,14
Chow-Chow,9
Cucumber,6
Cucumber Nati,9
Cucumber Israle,8
Cucumber Ooty,10
Cluster Beans Bunches,13
Cucumber white,10
Kashini (Ganike) Greens,2
Sweet corn seeds,7
Bale hoovu(B.flower),9
Letteus Greens,2
Onion flowers,23
Chain Berry,6
Y.Bananan T.N.,10
Maize,7
Byladha Hannu,10
Net rich 5 lt oil,196
Mineral water 1 lt,13
Chikkadikai Round,6
Indian kinora apple,14
South Africa Gala apple,18
Selari,12
Rumenia Mango,7
Apple Chaina Delicious,11
Washington gala apple,20
Chilles small cleaned (C.B.P),7
G.oil Net rich 500 ml,126
Fruit Juice Tailand,4
Tender Coco packed,11
Tender Coconut(S),12
Pista,287
Dates Arebian,220
Thinda,11
Tamarind seedless,29
Tamrind Chatisghar,13
Tender Coconut(M),12
Tender Coconut,13
Straw Berry,3
Litchi Taiwan/chaina,5
Litchi Local,6
Kiwi fruit,4
Komark fruit,10
Jambo fruit(Nerale),109
Dry fruit mixed,268
Badami,133
Dry apricot,9
Dates seedless,141
Orange Australia,10
Orange Ooty,23
Orange Nagpura,22
Orange,11
Mango sakkaregutti,7
Tomoto,10
Sweet corn seeds spok,6
Sweet corn cleaned,9
Dry dates,262
Dates,322
Carrot Nati,9
Carrot Delhi,8
Carrot ooty,10
Chillies small (C.B.P),12
Potato Baby,37
Potato(S),31
Potato(B),21
Pomegranate Bhagav,22
Pomegranate,11
Orange South Africa,17
Cashew nut,272
Cherry kashmir,6
Cherry fruit,6
Ber fruit/Bore fruit,10
Sweet corn,11
Chakota greens,3
Eggs,2
Arive greens,2
knol-khol,9
Ladys finger,5
Herali kai,12
Ginger ooty,27
Fanda,12
Jam 100 gm,90
Jam 200 gm,126
Apple Fuji chaina,23
Apple Green smith,13
Apple hazarath palli,15
Mango Alphans box,7
Mango Raspuri,6
Mango rathnagiri(red),7
Mango Amarpalli,11
Mango Kesar,10
Mango Langada,11
Mango Dasheri,7
Mango Neelam,5
Mango kalapadu,5
Mango thotapuri,6
Mango mallika,5
Mango malagova,8
Mango Bygan palli,11
Mango Sendura,11
Peas Delhi,10
Peas local,13
Cluster Bean Local,12
Mangalore cucumber,6
Berry Green,3
Berry ball,3
Berry Golden,4
Onion samber,17
Berry Southafrica,5
Onion small(Economy),25
Onion Big,22
Mango Alphans,5
Mango Badami,243
Mango,11
Honney 1 Kg,14
Honney 1/2,5
Copra,132
Chocolates Drink box,137
Apple Golden delicious,14
Banana chandra,10
Banana Yellaki,7
Banana pachabale,8
Apple Chilli,24
Bread fruit,7
Peas seeds,12
Anjura/Fig,5
Butter fruit,14
Bore fruit,8
S.mellon Local (Luck),15
S.mellon namdhari (Red),22
Mosambi polo,8
Mosambi,7
S.mellon namdhari,11
Watermellon kiran,11
Watermellon,19
Tamarind sweet 500gm,30
Rampal,10
Rose apple,23
Pomello/Chakotha,24
Times Rose berry,3
Grapesh Tash ganesh,6
Chikkadikai cleaned,12
Orange juice,13
Thiland Jelly,2
Thiland Juice,2
Pineapple juice,13
Apple juice,19
Litchi Juice,5
Parsley,7
Leeks,7
Baby corn cleaned,10
Baby corn,5
Chillies Bajji yagani,12
Onion medium,18
Mushroom Oyster,2
Mushroom Milky,4
Papaya red indian,9
Grapes Blore blue,6
Guava Allahabad(Red),7
Guava,5
Sungold oil 5 lt,240
Rice Bran 5 lt,137
Tamarind Paste 150 gm,95
Cauliflower per Kg,7
Cauliflower(S),12
Cauliflower(M),5
Cauliflower(B),12
Cabbage chaina,10
Cabbage Red,11
Cabbage,11
Coconut (OS),8
Coconut (S),7
Coconut (M),8
Coconut (B),14
Cowpea Long,11
Cowpea Local,14
Peaches,5
Plum Australia,6
Chikadi kai,10
Garlic cleaned,44
Garlic,31
Kashini greens,4
Ginger New,32
Ginger,21
Ground nut Hybrid,5
Grapes Crimson,3
Jam 1/2 kg,96
Jam 1 kg,119
Coconut oil 500 ml,239
Stevia powder,196
Apple Newzeland,15
Apple Australia,15
Apple Washington,24
Mint Leaves,4
Dhantu greens,3
Orange malt,23
Thogari kai,9
Curry leave,3
Corriander Leave,3
Kakadi,6
Brucoli,6
Avare seed (FB seeds),5
Avarebele (F. Beans spok),7
Avarekai (Field Beans ),8
Banana cooking R.Banana,11
Jukani,8
Mango Raw,7
Mango Raw Amblet,9
G. nut sungold 1 lt,10
G. nut Golden oil 1 lt,176
G. nut oil safal deep1 lt,334
G. nut oil Rice 1 lt,275
G.nut oil Rice Bron 1 lt,120
G.nut oil Premium1 lt,358
Ground nut oil 1 lt,238
Spring Onion(Cleaned),37
Spring Onion,32
Potato(M),20
Chillies Cleaned,11
Chillies Bajji,14
Chillies Green,12
Pumpkin Japan,12
Pumpkin Red,12
Pumpkin Ash,5
Capsicum Red/Yellow,9
Capsicum 1,9
Capsicum,5
Sham gadde,12
Snake Gourd(S),5
Snake Gourd,12
Berry Delhi,4
GrapesAnabi shahi,3
Sponge Gourd,11
Berry Soft,6
Berry fruit Ooty,6
Peas Ooty,12
Peas Dharwad,10
Grapes Rose,6
Grapes Sharad,6
Grapes Dilkush,6
Tamarind Paste 450 gm,140
Safal deep 500 ml,6
Ground nut oil 5 lt,192
Hesaru kalu,6
Molake kalu,8
Greens Sabbakki,4
Parvala,10
Palak Greens,4
Menthya Greens,3
Plum Ooty,3
Pineapple,16
Papaya sola,11
Papaya Red lady,10
Papaya Taiwan,5
Raddish Red,15
Raddish,31
Papaya nati,9
Sweet Potato(Genasu),44
Pomegranate Ganesh,11
Pomegranate A.raktha,15
Basale Greens,3
BaleDindu (Banana stem),11
Batani kalu,7
Grapes Krishna sharad,4
Grapes Flame,6
Grapes Sonika,4
Pepper,9
Sungold oil 5 lt packet,332
Sun safal Tin 15 lt,5
Apple Economy,23
Apple Simla,18
Apple Delicious,16
Ground nut Local,8
Brinjal Mlore,11
Double Beans,13
Double Beans seeds,7
Drumstik,8
Cherry Tomoto,6
Brinjal Bottle,7
Brinjal (R),11
Brinjal (W),10
Brinjal long,7
Beans cleaned,7
Beans Fruit,6
Beans Ring,5
Beans Nati,8
Beans,12
Amla,12
N.Juice 200 ml,3
Pomegranate Juice,17
Brahmi amla juice,4
Jumbu juice,2
South Af.red berry,3
Nagapur Orange Economy,18
Malenian apple,13
Apple Premium,16
Washington red apple,21
Indian red globe,13
Grapes Dry 250gm,6
Grapes Red globe,4
Grapes T.S.,6
Gulkan 1 kg,166
Honney 100 gm,11
Honney 200 gm,12
Banana Rasabale,7
Banana karpura,8
Rice Bran 15 lt Tin,334
Banana Nendra,6
Selari,10
South Africa Gala apple,12
Indian kinora apple,15
Chikkadikai Round,14
Mineral water 1 lt,6
Net rich 5 lt oil,210
Byladha Hannu,8
Maize,10
Y.Bananan T.N.,5
Chain Berry,4
Onion flowers,33
Letteus Greens,4
Bale hoovu(B.flower),13
Sweet corn seeds,7
Kashini (Ganike) Greens,3
Cucumber white,9
Cluster Beans Bunches,11
Cucumber Ooty,8
Cucumber Israle,5
Cucumber Nati,11
Cucumber,8
Chow-Chow,12
Bottle Gourd,5
Bitter Gourd,7
Yam/S.Root,42
Beet Root,11
Indian Black globe Grapes,4
Jack fruit,12
Chilakarive green,8
Potato pack,41
Onion pack,34
Mushroom Button,4
Lime Bijapur,23
Little gourd,14
Lime Local,23
Gulkan 1/2 kg,145
Grapes Dry 100gm,4
Gulkan 1/4 kg,113
Chicco(Sapota),6
Custerd Apple,20
Chicco(Sapota) rapined,8
Pickles,191
Pickles mixed veg,276
mango Pickles,320
Lime Pickles,157
Papaya sola,10
Pineapple,21
Plum Ooty,4
Menthya Greens,2
Palak Greens,2
Parvala,14
Greens Sabbakki,2
Molake kalu,8
Hesaru kalu,10
Banana Nendra,9
Rice Bran 15 lt Tin,179
Banana karpura,7
Banana Rasabale,9
Honney 200 gm,13
Honney 100 gm,12
Gulkan 1 kg,100
Grapes T.S.,6
Grapes Red globe,3
Grapes Dry 250gm,4
Indian red globe,7
Washington red apple,16
Apple Premium,15
Malenian apple,14
Nagapur Orange Economy,22
South Af.red berry,4
Jumbu juice,3
Brahmi amla juice,4
Pomegranate Juice,15
N.Juice 200 ml,3
Amla,12
Beans,12
Beans Nati,11
Beans Ring,13
Beans Fruit,7
Beans cleaned,12
Brinjal long,8
Brinjal (W),9
Brinjal (R),8
Brinjal Bottle,5
Cherry Tomoto,10
Drumstik,6
Double Beans seeds,8
Double Beans,14
Brinjal Mlore,8
Ground nut Local,7
Lime Pickles,218
mango Pickles,343
Pickles mixed veg,178
Pickles,170
Chicco(Sapota) rapined,6
Custerd Apple,24
Chicco(Sapota),8
Gulkan 1/4 kg,135
Grapes Dry 100gm,5
Gulkan 1/2 kg,153
Lime Local,11
Little gourd,6
Lime Bijapur,12
Mushroom Button,4
Onion pack,36
Potato pack,22
Chilakarive green,7
Jack fruit,12
Indian Black globe Grapes,3
Beet Root,14
Yam/S.Root,22
Bitter Gourd,10
Bottle Gourd,9
Chow-Chow,8
Cucumber,9
Cucumber Nati,6
Cucumber Israle,5
Cucumber Ooty,5
Cluster Beans Bunches,13
Cucumber white,7
Kashini (Ganike) Greens,4
Sweet corn seeds,5
Bale hoovu(B.flower),14
Letteus Greens,4
Onion flowers,37
Chain Berry,4
Y.Bananan T.N.,10
Maize,10
Byladha Hannu,10
Net rich 5 lt oil,212
Mineral water 1 lt,14
Chikkadikai Round,7
Indian kinora apple,13
South Africa Gala apple,10
Selari,5
Apple hazarath palli,16
Apple Green smith,13
Apple Fuji chaina,23
Jam 200 gm,123
Jam 100 gm,150
Fanda,12
Ginger ooty,21
Herali kai,14
Ladys finger,6
knol-khol,11
Arive greens,3
Eggs,4
Chakota greens,3
Sweet corn,7
Ber fruit/Bore fruit,13
Cherry fruit,3
Cherry kashmir,6
Cashew nut,148
Orange South Africa,17
Pomegranate,10
Pomegranate Bhagav,14
Potato(B),35
Potato(S),17
Potato Baby,35
Chillies small (C.B.P),5
Carrot ooty,8
Carrot Delhi,10
Carrot Nati,6
Dates,193
Dry dates,120
Sweet corn cleaned,8
Sweet corn seeds spok,11
Tomoto,11
Mango sakkaregutti,6
Orange,10
Orange Nagpura,15
Orange Ooty,23
Orange Australia,23
Dates seedless,237
Dry apricot,14
Badami,150
Dry fruit mixed,136
Jambo fruit(Nerale),174
Komark fruit,6
Kiwi fruit,5
Litchi Local,5
Litchi Taiwan/chaina,5
Straw Berry,3
Tender Coconut,5
Tender Coconut(M),9
Tamrind Chatisghar,13
Tamarind seedless,17
Thinda,9
Dates Arebian,317
Pista,214
Tender Coconut(S),11
Tender Coco packed,8
Fruit Juice Tailand,4
G.oil Net rich 500 ml,314
Chilles small cleaned (C.B.P),8
Washington gala apple,16
Apple Chaina Delicious,12
Rumenia Mango,7
Banana pachabale,8
Banana Yellaki,6
Banana chandra,11
Apple Golden delicious,14
Chocolates Drink box,167
Copra,153
Honney 1/2,11
Honney 1 Kg,6
Mango,10
Mango Badami,198
Mango Alphans,6
Onion Big,18
Onion small(Economy),24
Berry Southafrica,6
Onion samber,27
Berry Golden,3
Berry ball,6
Berry Green,5
Mangalore cucumber,8
Cluster Bean Local,12
Peas local,10
Peas Delhi,11
Mango Sendura,10
Mango Bygan palli,6
Mango malagova,6
Mango mallika,10
Mango thotapuri,7
Mango kalapadu,10
Mango Neelam,10
Mango Dasheri,10
Mango Langada,8
Mango Kesar,8
Mango Amarpalli,8
Mango rathnagiri(red),10
Mango Raspuri,5
Mango Alphans box,7
Tamarind Paste 150 gm,131
Rice Bran 5 lt,245
Sungold oil 5 lt,194
Guava,11
Guava Allahabad(Red),5
Grapes Blore blue,6
Papaya red indian,5
Mushroom Milky,3
Mushroom Oyster,3
Onion medium,42
Chillies Bajji yagani,8
Baby corn,6
Baby corn cleaned,14
Leeks,6
Parsley,10
Litchi Juice,6
Apple juice,14
Pineapple juice,19
Thiland Juice,2
Thiland Jelly,4
Orange juice,11
Chikkadikai cleaned,6
Grapesh Tash ganesh,5
Times Rose berry,5
Pomello/Chakotha,16
Rose apple,16
Rampal,7
Tamarind sweet 500gm,23
Watermellon,24
Watermellon kiran,16
S.mellon namdhari,23
Mosambi,13
Mosambi polo,13
S.mellon namdhari (Red),16
S.mellon Local (Luck),14
Bore fruit,12
Butter fruit,14
Anjura/Fig,6
Peas seeds,7
Bread fruit,10
Apple Chilli,17
Apple Washington,12
Apple Australia,20
Apple Newzeland,18
Stevia powder,297
Coconut oil 500 ml,264
Jam 1 kg,134
Jam 1/2 kg,148
Grapes Crimson,6
Ground nut Hybrid,14
Ginger,36
Ginger New,20
Kashini greens,2
Garlic,30
Garlic cleaned,44
Chikadi kai,8
Plum Australia,6
Peaches,4
Cowpea Local,7
Cowpea Long,6
Coconut (B),8
Coconut (M),14
Coconut (S),12
Coconut (OS),6
Cabbage,11
Cabbage Red,8
Cabbage chaina,10
Cauliflower(B),5
Cauliflower(M),5
Cauliflower(S),11
Cauliflower per Kg,11
Ground nut oil 5 lt,318
Safal deep 500 ml,7
Tamarind Paste 450 gm,95
Grapes Dilkush,4
Grapes Sharad,6
Grapes Rose,6
Peas Dharwad,12
Peas Ooty,14
Berry fruit Ooty,5
Berry Soft,6
Sponge Gourd,9
GrapesAnabi shahi,4
Berry Delhi,3
Snake Gourd,6
Snake Gourd(S),10
Sham gadde,7
Capsicum,7
Capsicum 1,8
Capsicum Red/Yellow,5
Pumpkin Ash,9
Pumpkin Red,12
Pumpkin Japan,12
Chillies Green,11
Chillies Bajji,11
Chillies Cleaned,8
Potato(M),39
Spring Onion,41
Spring Onion(Cleaned),20
Ground nut oil 1 lt,201
G.nut oil Premium1 lt,354
G.nut oil Rice Bron 1 lt,326
G. nut oil Rice 1 lt,204
G. nut oil safal deep1 lt,263
G. nut Golden oil 1 lt,246
G. nut sungold 1 lt,11
Mango Raw Amblet,8
Mango Raw,10
Jukani,11
Banana cooking R.Banana,6
Avarekai (Field Beans ),7
Avarebele (F. Beans spok),9
Avare seed (FB seeds),13
Brucoli,10
Kakadi,14
Corriander Leave,3
Curry leave,4
Thogari kai,5
Orange malt,12
Dhantu greens,4
Mint Leaves,4
Apple Delicious,11
Apple Simla,16
Apple Economy,20
Sun safal Tin 15 lt,12
Sungold oil 5 lt packet,356
Pepper,12
Grapes Sonika,5
Grapes Flame,6
Grapes Krishna sharad,6
Batani kalu,5
BaleDindu (Banana stem),5
Basale Greens,4
Pomegranate A.raktha,17
Pomegranate Ganesh,18
Sweet Potato(Genasu),35
Papaya nati,6
Raddish,24
Raddish Red,37
Papaya Taiwan,8
Papaya Red lady,6
Cowpea Local,9
Peaches,3
Plum Australia,4
Chikadi kai,8
Garlic cleaned,35
Garlic,23
Kashini greens,2
Ginger New,35
Ginger,43
Ground nut Hybrid,12
Grapes Crimson,6
Jam 1/2 kg,128
Jam 1 kg,158
Coconut oil 500 ml,133
Stevia powder,204
Apple Newzeland,15
Apple Australia,17
Apple Washington,24
Mint Leaves,3
Dhantu greens,4
Orange malt,20
Thogari kai,12
Curry leave,4
Corriander Leave,2
Kakadi,9
Brucoli,11
Avare seed (FB seeds),5
Avarebele (F. Beans spok),5
Avarekai (Field Beans ),11
Banana cooking R.Banana,7
Jukani,10
Mango Raw,7
Mango Raw Amblet,9
G. nut sungold 1 lt,9
G. nut Golden oil 1 lt,174
G. nut oil safal deep1 lt,233
G. nut oil Rice 1 lt,150
G.nut oil Rice Bron 1 lt,173
G.nut oil Premium1 lt,146
Ground nut oil 1 lt,291
Spring Onion,29
Potato(M),37
Chillies Cleaned,9
Chillies Bajji,5
Chillies Green,8
Pumpkin Japan,6
Pumpkin Red,6
Pumpkin Ash,5
Capsicum Red/Yellow,9
Capsicum 1,5
Capsicum,8
Sham gadde,14
Snake Gourd(S),9
Snake Gourd,14
Berry Delhi,3
GrapesAnabi shahi,5
Sponge Gourd,7
Berry Soft,5
Berry fruit Ooty,4
Peas Ooty,6
Peas Dharwad,9
Grapes Rose,3
Grapes Sharad,4
Grapes Dilkush,6
Tamarind Paste 450 gm,121
Safal deep 500 ml,11
Ground nut oil 5 lt,265
Hesaru kalu,12
Molake kalu,6
Greens Sabbakki,4
Parvala,7
Palak Greens,3
Menthya Greens,4
Plum Ooty,4
Pineapple,17
Papaya sola,11
Papaya Red lady,6
Papaya Taiwan,5
Raddish Red,27
Raddish,42
Papaya nati,7
Sweet Potato(Genasu),19
Pomegranate Ganesh,17
Pomegranate A.raktha,20
Basale Greens,4
BaleDindu (Banana stem),6
Batani kalu,8
Grapes Krishna sharad,5
Grapes Flame,3
Grapes Sonika,3
Pepper,10
Sungold oil 5 lt packet,145
Sun safal Tin 15 lt,6
Apple Economy,13
Apple Simla,22
Apple Delicious,24
Ground nut Local,13
Brinjal Mlore,9
Double Beans,8
Double Beans seeds,13
Drumstik,5
Cherry Tomoto,8
Brinjal Bottle,11
Brinjal (R),7
Brinjal (W),11
Brinjal long,9
Beans cleaned,13
Beans Fruit,6
Beans Ring,11
Beans Nati,5
Beans,12
Amla,8
N.Juice 200 ml,4
Pomegranate Juice,11
Brahmi amla juice,3
Jumbu juice,4
South Af.red berry,6
Nagapur Orange Economy,23
Malenian apple,14
Apple Premium,20
Washington red apple,10
Indian red globe,9
Grapes Dry 250gm,3
Grapes Red globe,3
Grapes T.S.,4
Gulkan 1 kg,124
Honney 100 gm,11
Honney 200 gm,11
Banana Rasabale,6
Banana karpura,10
Rice Bran 15 lt Tin,272
Banana Nendra,9
Selari,12
South Africa Gala apple,20
Indian kinora apple,17
Chikkadikai Round,12
Mineral water 1 lt,13
Net rich 5 lt oil,249
Byladha Hannu,10
Maize,13
Y.Bananan T.N.,5
Chain Berry,5
Onion flowers,19
Letteus Greens,4
Bale hoovu(B.flower),8
Sweet corn seeds,8
Kashini (Ganike) Greens,2
Cucumber white,11
Cluster Beans Bunches,13
Cucumber Ooty,8
Cucumber Israle,8
Cucumber Nati,7
Cucumber,8
Chow-Chow,5
Bottle Gourd,10
Bitter Gourd,12
Yam/S.Root,41
Beet Root,14
Indian Black globe Grapes,4
Jack fruit,5
Chilakarive green,10
Potato pack,37
Onion pack,33
Mushroom Button,2
Lime Bijapur,22
Little gourd,10
Lime Local,16
Gulkan 1/2 kg,102
Grapes Dry 100gm,6
Gulkan 1/4 kg,95
Chicco(Sapota),9
Custerd Apple,23
Chicco(Sapota) rapined,5
Pickles,308
Pickles mixed veg,134
mango Pickles,259
Lime Pickles,140
Rumenia Mango,6
Apple Chaina Delicious,18
Washington gala apple,15
Chilles small cleaned (C.B.P),9
G.oil Net rich 500 ml,323
Fruit Juice Tailand,2
Tender Coco packed,14
Tender Coconut(S),10
Pista,351
Dates Arebian,214
Thinda,11
Tamarind seedless,35
Tamrind Chatisghar,9
Tender Coconut(M),6
Tender Coconut,12
Straw Berry,5
Litchi Taiwan/chaina,3
Litchi Local,5
Kiwi fruit,6
Komark fruit,10
Jambo fruit(Nerale),136
Dry fruit mixed,258
Badami,129
Dry apricot,11
Dates seedless,261
Orange Australia,15
Orange Ooty,20
Orange Nagpura,15
Orange,14
Mango sakkaregutti,6
Tomoto,8
Sweet corn seeds spok,11
Sweet corn cleaned,6
Dry dates,152
Dates,277
Carrot Nati,8
Carrot Delhi,8
Carrot ooty,7
Chillies small (C.B.P),5
Potato Baby,39
Potato(S),31
Potato(B),41
Pomegranate Bhagav,19
Pomegranate,14
Orange South Africa,11
Cashew nut,221
Spring Onion(Cleaned),38
Cherry kashmir,4
Cherry fruit,5
Ber fruit/Bore fruit,8
Sweet corn,6
Chakota greens,3
Eggs,4
Arive greens,4
knol-khol,12
Ladys finger,11
Herali kai,10
Ginger ooty,19
Fanda,10
Jam 100 gm,160
Jam 200 gm,162
Apple Fuji chaina,11
Apple Green smith,11
Apple hazarath palli,21
Mango Alphans box,11
Mango Raspuri,5
Mango rathnagiri(red),10
Mango Amarpalli,10
Mango Kesar,5
Mango Langada,6
Mango Dasheri,11
Mango Neelam,7
Mango kalapadu,9
Mango thotapuri,10
Mango mallika,5
Mango malagova,7
Mango Bygan palli,6
Mango Sendura,5
Peas Delhi,13
Peas local,7
Cluster Bean Local,13
Mangalore cucumber,7
Berry Green,4
Berry ball,6
Berry Golden,5
Onion samber,44
Berry Southafrica,5
Onion small(Economy),24
Onion Big,16
Mango Alphans,9
Mango Badami,201
Mango,7
Honney 1 Kg,12
Honney 1/2,12
Copra,270
Chocolates Drink box,130
Apple Golden delicious,22
Banana chandra,9
Banana Yellaki,5
Banana pachabale,6
Apple Chilli,22
Bread fruit,13
Peas seeds,6
Anjura/Fig,5
Butter fruit,7
Bore fruit,9
S.mellon Local (Luck),17
S.mellon namdhari (Red),19
Mosambi polo,11
Mosambi,14
S.mellon namdhari,22
Watermellon kiran,21
Watermellon,12
Tamarind sweet 500gm,27
Rampal,9
Rose apple,10
Pomello/Chakotha,18
Times Rose berry,6
Grapesh Tash ganesh,5
Chikkadikai cleaned,11
Orange juice,12
Thiland Jelly,4
Thiland Juice,3
Pineapple juice,10
Apple juice,13
Litchi Juice,3
Parsley,9
Leeks,11
Baby corn cleaned,11
Baby corn,8
Chillies Bajji yagani,11
Onion medium,37
Mushroom Oyster,3
Mushroom Milky,4
Papaya red indian,7
Grapes Blore blue,3
Guava Allahabad(Red),9
Guava,6
Sungold oil 5 lt,343
Rice Bran 5 lt,297
Tamarind Paste 150 gm,117
Cauliflower per Kg,9
Cauliflower(S),6
Cauliflower(M),6
Cauliflower(B),13
Cabbage chaina,7
Cabbage Red,10
Cabbage,11
Coconut (OS),8
Coconut (S),10
Coconut (M),11
Coconut (B),10
Cowpea Long,8
Apple hazarath palli,13
Apple Green smith,12
Apple Fuji chaina,14
Jam 200 gm,101
Jam 100 gm,148
Fanda,5
Ginger ooty,21
Herali kai,13
Ladys finger,7
knol-khol,14
Arive greens,4
Eggs,2
Chakota greens,3
Sweet corn,9
Ber fruit/Bore fruit,5
Cherry fruit,4
Cherry kashmir,3
Spring Onion(Cleaned),29
Cashew nut,164
Orange South Africa,19
Pomegranate,18
Pomegranate Bhagav,22
Potato(B),35
Potato(S),34
Potato Baby,31
Chillies small (C.B.P),14
Carrot ooty,5
Carrot Delhi,5
Carrot Nati,8
Dates,305
Dry dates,170
Sweet corn cleaned,10
Sweet corn seeds spok,8
Tomoto,5
Mango sakkaregutti,7
Orange,21
Orange Nagpura,20
Orange Ooty,23
Orange Australia,23
Dates seedless,336
Dry apricot,11
Badami,250
Dry fruit mixed,222
Jambo fruit(Nerale),169
Komark fruit,5
Kiwi fruit,5
Litchi Local,6
Litchi Taiwan/chaina,5
Straw Berry,3
Tender Coconut,7
Tender Coconut(M),10
Tamrind Chatisghar,10
Tamarind seedless,36
Thinda,6
Dates Arebian,147
Pista,197
Tender Coconut(S),14
Tender Coco packed,9
Fruit Juice Tailand,4
G.oil Net rich 500 ml,258
Chilles small cleaned (C.B.P),5
Washington gala apple,16
Apple Chaina Delicious,12
Rumenia Mango,10
Banana pachabale,11
Banana Yellaki,7
Banana chandra,5
Apple Golden delicious,11
Chocolates Drink box,168
Copra,238
Honney 1/2,9
Honney 1 Kg,10
Mango,7
Mango Badami,199
Mango Alphans,5
Onion Big,44
Onion small(Economy),17
Berry Southafrica,6
Onion samber,31
Berry Golden,5
Berry ball,4
Berry Green,4
Mangalore cucumber,7
Cluster Bean Local,5
Peas local,9
Peas Delhi,5
Mango Sendura,8
Mango Bygan palli,7
Mango malagova,6
Mango mallika,9
Mango thotapuri,6
Mango kalapadu,8
Mango Neelam,9
Mango Dasheri,8
Mango Langada,6
Mango Kesar,11
Mango Amarpalli,5
Mango rathnagiri(red),6
Mango Raspuri,7
Mango Alphans box,7
Tamarind Paste 150 gm,133
Rice Bran 5 lt,181
Sungold oil 5 lt,210
Guava,11
Guava Allahabad(Red),10
Grapes Blore blue,3
Papaya red indian,5
Mushroom Milky,2
Mushroom Oyster,4
Onion medium,21
Chillies Bajji yagani,12
Baby corn,8
Baby corn cleaned,6
Leeks,5
Parsley,9
Litchi Juice,6
Apple juice,23
Pineapple juice,21
Thiland Juice,2
Thiland Jelly,3
Orange juice,23
Chikkadikai cleaned,13
Grapesh Tash ganesh,6
Times Rose berry,6
Pomello/Chakotha,17
Rose apple,14
Rampal,13
Tamarind sweet 500gm,37
Watermellon,16
Watermellon kiran,21
S.mellon namdhari,21
Mosambi,9
Mosambi polo,13
S.mellon namdhari (Red),20
S.mellon Local (Luck),13
Bore fruit,10
Butter fruit,8
Anjura/Fig,3
Peas seeds,5
Bread fruit,13
Apple Chilli,24
Apple Washington,20
Apple Australia,11
Apple Newzeland,24
Stevia powder,324
Coconut oil 500 ml,238
